ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Tarifa
2828,2022-10-14,CWB,POA,1.3,192.75,289.12,0,Normal,4,93%,SkyFast Airlines,Standard
2829,2021-10-13,SDU,BSB,1.8,155.34,233.01,0,Normal,39,83%,SkyFast Airlines,Promocional
2830,2022-12-11,REC,CGH,2.3,480.87,721.31,0,Alta,37,93%,SkyFast Airlines,Promocional
2831,2019-09-28,SSA,VIX,1.4,223.73,402.71,0,Normal,20,86%,SkyFast Airlines,Standard
2832,2020-08-09,SDU,REC,1.1,99.0,199.0,0,Normal,35,63%,SkyFast Airlines,Flex
2833,2023-04-09,VIX,REC,3.1,543.02,814.53,0,Normal,49,87%,SkyFast Airlines,Promocional
2834,2023-01-16,VIX,SSA,1.9,311.63,467.44,0,Alta,45,94%,SkyFast Airlines,Flex
2835,2019-11-16,CNF,GRU,2.2,273.23,491.81,0,Normal,17,91%,SkyFast Airlines,Promocional
2836,2021-08-16,FLN,POA,3.2,480.04,720.06,0,Normal,55,83%,SkyFast Airlines,Promocional
2837,2019-10-26,FLN,GIG,3.2,308.23,462.35,0,Normal,41,94%,SkyFast Airlines,Promocional
2838,2019-01-10,GRU,CGH,2.0,318.96,574.13,0,Alta,10,87%,SkyFast Airlines,Standard
2839,2021-12-27,VIX,CNF,1.1,162.66,292.79,0,Alta,31,75%,SkyFast Airlines,Flex
2840,2023-04-27,SDU,VIX,3.0,402.93,604.39,0,Normal,43,85%,SkyFast Airlines,Flex
2841,2021-05-25,CWB,FOR,2.7,424.57,764.23,0,Normal,30,90%,SkyFast Airlines,Promocional
2842,2022-04-04,FLN,GIG,3.4,638.01,1148.42,0,Normal,14,88%,SkyFast Airlines,Standard
2843,2019-02-14,VIX,GRU,1.7,416.63,624.94,0,Alta,52,95%,SkyFast Airlines,Standard
2844,2024-06-10,CNF,SDU,1.9,355.04,532.56,0,Normal,51,85%,SkyFast Airlines,Flex
2845,2019-10-20,GRU,REC,2.3,386.81,580.22,0,Normal,35,87%,SkyFast Airlines,Flex
2846,2022-02-16,POA,CNF,1.5,338.28,507.42,0,Alta,12,87%,SkyFast Airlines,Standard
2847,2022-02-26,REC,GIG,1.1,235.48,353.22,0,Alta,12,93%,SkyFast Airlines,Flex
2848,2022-08-27,CWB,BSB,3.3,546.75,820.12,0,Normal,42,93%,SkyFast Airlines,Flex
2849,2022-03-28,CWB,POA,3.5,576.4,864.6,0,Normal,9,86%,SkyFast Airlines,Flex
2850,2022-11-26,SDU,BSB,2.8,472.03,708.04,0,Normal,27,91%,SkyFast Airlines,Promocional
2851,2020-07-01,CGH,FLN,1.2,171.86,257.79,0,Alta,5,80%,SkyFast Airlines,Flex
2852,2021-10-10,SSA,GIG,2.3,219.9,329.85,0,Normal,17,75%,SkyFast Airlines,Promocional
2853,2023-04-23,SDU,CWB,3.5,516.14,929.05,0,Normal,39,91%,SkyFast Airlines,Standard
2854,2022-11-08,VIX,REC,2.5,189.23,283.84,0,Normal,24,87%,SkyFast Airlines,Flex
2855,2021-04-27,CGH,POA,2.4,387.48,581.22,0,Normal,50,86%,SkyFast Airlines,Standard
2856,2024-11-09,VIX,BSB,2.2,364.88,547.32,0,Normal,57,85%,SkyFast Airlines,Promocional
2857,2020-07-16,FOR,BSB,3.1,372.91,559.37,0,Alta,5,78%,SkyFast Airlines,Standard
2858,2022-11-05,REC,SSA,2.3,431.72,647.58,0,Normal,5,88%,SkyFast Airlines,Flex
2859,2019-06-21,SSA,FOR,2.8,397.55,596.33,0,Normal,40,87%,SkyFast Airlines,Promocional
2860,2023-08-17,CGH,CNF,2.9,237.79,356.69,0,Normal,49,93%,SkyFast Airlines,Promocional
2861,2024-03-15,GRU,POA,2.4,221.84,399.31,0,Normal,6,92%,SkyFast Airlines,Flex
2862,2023-09-22,SSA,CNF,1.0,174.66,261.99,0,Normal,39,88%,SkyFast Airlines,Standard
2863,2022-02-28,VIX,CNF,3.5,354.9,532.35,0,Alta,54,95%,SkyFast Airlines,Flex
2864,2024-10-17,CWB,SDU,3.2,415.05,747.09,0,Normal,6,92%,SkyFast Airlines,Promocional
2865,2022-12-20,GIG,POA,3.3,483.71,725.56,0,Alta,37,95%,SkyFast Airlines,Standard
2866,2022-03-12,REC,GRU,1.3,210.59,315.88,0,Normal,12,90%,SkyFast Airlines,Standard
2867,2023-05-05,FOR,VIX,2.3,306.74,552.13,0,Normal,23,86%,SkyFast Airlines,Promocional
2868,2023-09-09,BSB,FOR,1.4,189.07,283.61,0,Normal,38,86%,SkyFast Airlines,Standard
2869,2023-08-07,FOR,REC,1.0,156.34,234.51,0,Normal,23,94%,SkyFast Airlines,Promocional
2870,2023-02-05,SSA,BSB,3.2,775.54,1395.97,0,Alta,14,87%,SkyFast Airlines,Flex
2871,2023-02-07,SSA,FOR,1.6,359.82,539.73,0,Alta,28,91%,SkyFast Airlines,Promocional
2872,2022-08-19,SDU,GIG,2.8,381.61,572.41,0,Normal,22,92%,SkyFast Airlines,Promocional
2873,2021-11-08,BSB,CWB,3.3,564.73,1016.51,0,Normal,59,89%,SkyFast Airlines,Promocional
2874,2022-07-17,VIX,FOR,2.3,342.82,514.23,0,Alta,59,92%,SkyFast Airlines,Promocional
2875,2019-10-13,BSB,GRU,1.4,121.38,218.48,0,Normal,56,93%,SkyFast Airlines,Standard
2876,2019-11-14,SDU,CGH,3.1,413.86,620.79,0,Normal,37,90%,SkyFast Airlines,Flex
2877,2020-07-06,POA,BSB,3.5,508.96,763.44,0,Alta,2,69%,SkyFast Airlines,Promocional
2878,2024-04-13,POA,GIG,3.0,537.84,806.76,0,Normal,19,89%,SkyFast Airlines,Flex
2879,2023-12-16,CWB,VIX,2.4,420.99,757.78,0,Alta,16,95%,SkyFast Airlines,Flex
2880,2023-02-13,SDU,FOR,2.6,294.05,441.08,0,Alta,3,89%,SkyFast Airlines,Standard
2881,2020-02-13,SSA,FLN,1.7,235.63,353.44,0,Alta,58,60%,SkyFast Airlines,Promocional
2882,2024-09-03,GRU,REC,2.4,243.88,438.98,0,Normal,36,88%,SkyFast Airlines,Promocional
2883,2019-05-22,BSB,GRU,1.8,215.35,387.63,0,Normal,39,88%,SkyFast Airlines,Promocional
2884,2024-05-07,SDU,FOR,3.0,447.99,671.99,0,Normal,38,95%,SkyFast Airlines,Flex
2885,2020-09-14,REC,GIG,1.6,115.7,199.0,0,Normal,12,80%,SkyFast Airlines,Promocional
2886,2019-08-14,BSB,GIG,3.1,376.65,564.97,0,Normal,8,92%,SkyFast Airlines,Flex
2887,2024-05-24,SSA,FOR,2.7,401.78,602.67,0,Normal,35,90%,SkyFast Airlines,Flex
2888,2023-09-04,REC,POA,3.5,569.3,853.95,0,Normal,60,87%,SkyFast Airlines,Promocional
2889,2021-09-14,BSB,VIX,3.4,324.91,487.37,0,Normal,41,79%,SkyFast Airlines,Promocional
2890,2022-12-04,GRU,FOR,1.6,168.66,303.59,0,Alta,47,85%,SkyFast Airlines,Standard
2891,2020-12-27,CNF,CWB,1.6,151.85,273.33,0,Alta,32,67%,SkyFast Airlines,Flex
2892,2019-10-02,CGH,SSA,2.0,293.72,528.7,0,Normal,9,95%,SkyFast Airlines,Standard
2893,2019-10-21,POA,SDU,2.4,279.6,419.4,0,Normal,51,91%,SkyFast Airlines,Standard
2894,2024-10-10,CWB,FLN,2.4,470.39,846.7,0,Normal,11,93%,SkyFast Airlines,Promocional
2895,2019-12-21,SDU,REC,1.2,263.71,395.56,0,Alta,37,92%,SkyFast Airlines,Flex
2896,2024-10-08,GRU,VIX,2.2,268.12,482.62,0,Normal,23,93%,SkyFast Airlines,Promocional
2897,2019-01-22,FOR,REC,1.2,229.83,344.75,0,Alta,22,85%,SkyFast Airlines,Promocional
2898,2023-11-12,FLN,REC,1.3,246.96,370.44,0,Normal,17,94%,SkyFast Airlines,Promocional
2899,2024-03-02,CNF,REC,2.8,375.18,562.77,0,Normal,16,93%,SkyFast Airlines,Flex
2900,2022-04-24,CWB,SSA,2.1,247.16,370.74,0,Normal,46,85%,SkyFast Airlines,Standard
2901,2024-05-04,POA,SDU,2.8,441.48,662.22,0,Normal,20,88%,SkyFast Airlines,Promocional
2902,2020-03-08,CWB,REC,3.3,260.04,390.06,0,Normal,30,77%,SkyFast Airlines,Promocional
2903,2024-12-15,GRU,GIG,1.2,218.53,327.8,0,Alta,1,95%,SkyFast Airlines,Standard
2904,2024-09-09,CGH,SDU,1.7,262.97,394.46,0,Normal,48,93%,SkyFast Airlines,Promocional
2905,2024-02-17,VIX,REC,1.1,160.46,240.69,0,Alta,16,88%,SkyFast Airlines,Standard
2906,2019-08-01,FOR,CWB,2.1,317.8,476.7,0,Normal,19,94%,SkyFast Airlines,Flex
2907,2022-05-14,VIX,POA,2.9,439.95,659.92,0,Normal,4,85%,SkyFast Airlines,Flex
2908,2021-06-03,CGH,SDU,2.6,403.46,605.19,0,Normal,41,83%,SkyFast Airlines,Promocional
2909,2022-12-27,SDU,CGH,2.8,562.51,843.76,0,Alta,48,95%,SkyFast Airlines,Flex
2910,2022-10-20,REC,GIG,2.3,199.31,298.97,0,Normal,54,92%,SkyFast Airlines,Flex
2911,2023-09-18,SSA,CWB,2.1,330.91,496.37,0,Normal,44,87%,SkyFast Airlines,Promocional
2912,2020-12-26,GRU,CGH,2.5,176.07,264.11,0,Alta,15,65%,SkyFast Airlines,Flex
2913,2019-06-13,SSA,GIG,2.7,338.14,608.65,0,Normal,7,85%,SkyFast Airlines,Promocional
2914,2023-10-02,FLN,GIG,2.6,270.98,487.76,0,Normal,15,94%,SkyFast Airlines,Standard
2915,2022-03-20,SDU,BSB,3.4,272.49,408.74,0,Normal,16,85%,SkyFast Airlines,Standard
2916,2022-09-18,GRU,CGH,3.5,429.76,644.64,0,Normal,7,85%,SkyFast Airlines,Flex
2917,2021-11-21,REC,CNF,2.7,438.44,789.19,0,Normal,31,88%,SkyFast Airlines,Promocional
2918,2023-01-16,SSA,CGH,2.4,440.87,793.57,0,Alta,52,92%,SkyFast Airlines,Promocional
2919,2024-11-04,FLN,POA,3.2,566.57,1019.83,0,Normal,14,92%,SkyFast Airlines,Flex
2920,2021-05-03,POA,BSB,1.2,184.13,276.19,0,Normal,35,78%,SkyFast Airlines,Promocional
2921,2020-08-20,SSA,CNF,1.7,110.64,199.15,0,Normal,52,70%,SkyFast Airlines,Promocional
2922,2019-07-06,CNF,SDU,1.9,299.47,449.21,0,Alta,10,91%,SkyFast Airlines,Standard
2923,2021-05-01,CGH,SDU,2.8,398.01,597.01,0,Normal,6,87%,SkyFast Airlines,Promocional
2924,2021-11-11,FOR,GRU,1.5,238.55,357.83,0,Normal,26,78%,SkyFast Airlines,Promocional
2925,2022-01-13,SSA,CNF,3.0,344.49,516.74,0,Alta,36,88%,SkyFast Airlines,Promocional
2926,2019-03-10,GIG,CGH,2.5,443.35,665.03,0,Normal,13,85%,SkyFast Airlines,Standard
2927,2022-05-28,CGH,GRU,3.2,321.32,578.38,0,Normal,50,95%,SkyFast Airlines,Promocional
2928,2024-09-11,GIG,VIX,2.5,480.18,720.27,0,Normal,44,93%,SkyFast Airlines,Standard
2929,2024-01-25,SDU,GRU,2.7,409.1,613.65,0,Alta,55,94%,SkyFast Airlines,Standard
2930,2024-08-17,FLN,GIG,1.5,290.89,436.33,0,Normal,5,90%,SkyFast Airlines,Promocional
2931,2022-05-24,CNF,FLN,3.1,455.88,683.82,0,Normal,12,92%,SkyFast Airlines,Standard
2932,2023-09-15,CGH,REC,3.4,288.43,432.64,0,Normal,35,85%,SkyFast Airlines,Promocional
2933,2024-07-25,BSB,GRU,1.1,150.28,225.42,0,Alta,26,94%,SkyFast Airlines,Promocional
2934,2019-10-24,CWB,SSA,1.1,173.53,260.3,0,Normal,19,92%,SkyFast Airlines,Flex
2935,2024-10-26,SSA,POA,3.5,387.75,581.62,0,Normal,46,94%,SkyFast Airlines,Promocional
2936,2021-03-17,SSA,VIX,3.1,491.85,737.78,0,Normal,50,83%,SkyFast Airlines,Standard
2937,2023-10-03,BSB,REC,1.9,178.67,268.0,0,Normal,1,93%,SkyFast Airlines,Promocional
2938,2021-04-23,SDU,CWB,2.5,362.47,543.71,0,Normal,7,77%,SkyFast Airlines,Promocional
2939,2024-06-18,GRU,VIX,2.9,243.44,365.16,0,Normal,42,95%,SkyFast Airlines,Standard
2940,2024-06-11,POA,VIX,1.5,184.23,276.34,0,Normal,37,95%,SkyFast Airlines,Promocional
2941,2019-02-14,GRU,BSB,2.7,463.31,694.97,0,Alta,43,94%,SkyFast Airlines,Standard
2942,2021-08-28,VIX,REC,2.3,287.25,430.88,0,Normal,47,87%,SkyFast Airlines,Flex
2943,2019-05-28,REC,CGH,1.8,213.53,384.35,0,Normal,13,89%,SkyFast Airlines,Flex
2944,2023-07-07,SDU,GIG,1.3,178.92,322.06,0,Alta,28,91%,SkyFast Airlines,Standard
2945,2021-09-07,GRU,SDU,3.0,428.52,771.34,0,Normal,36,80%,SkyFast Airlines,Promocional
2946,2023-07-25,SSA,CGH,1.6,308.14,462.21,0,Alta,40,90%,SkyFast Airlines,Promocional
2947,2019-07-28,CNF,FOR,2.5,379.58,683.24,0,Alta,9,88%,SkyFast Airlines,Flex
2948,2019-03-26,BSB,CGH,1.7,162.32,243.48,0,Normal,14,93%,SkyFast Airlines,Promocional
2949,2023-06-14,VIX,GIG,2.8,381.24,686.23,0,Normal,12,95%,SkyFast Airlines,Promocional
2950,2023-11-16,REC,GIG,2.4,397.38,596.07,0,Normal,9,88%,SkyFast Airlines,Promocional
2951,2019-11-21,VIX,BSB,3.4,299.6,449.4,0,Normal,60,91%,SkyFast Airlines,Promocional
2952,2024-09-01,POA,GIG,1.4,221.9,332.85,0,Normal,28,93%,SkyFast Airlines,Standard
2953,2023-12-27,SDU,REC,2.8,429.41,644.12,0,Alta,47,93%,SkyFast Airlines,Flex
2954,2020-07-07,REC,GIG,1.4,99.0,199.0,0,Alta,46,70%,SkyFast Airlines,Promocional
2955,2021-04-04,SSA,SDU,1.0,107.7,199.0,0,Normal,39,83%,SkyFast Airlines,Standard
2956,2020-06-04,REC,BSB,2.9,341.94,512.91,0,Normal,24,74%,SkyFast Airlines,Flex
2957,2024-01-27,VIX,GIG,2.5,362.99,544.49,0,Alta,59,89%,SkyFast Airlines,Promocional
2958,2021-10-26,FOR,REC,2.5,361.52,542.28,0,Normal,29,88%,SkyFast Airlines,Flex
2959,2022-02-01,FOR,SDU,1.4,214.24,321.36,0,Alta,39,91%,SkyFast Airlines,Promocional
2960,2024-05-04,CGH,CNF,3.1,274.5,411.75,0,Normal,40,88%,SkyFast Airlines,Promocional
2961,2020-10-11,FOR,VIX,1.0,120.26,199.0,0,Normal,33,74%,SkyFast Airlines,Standard
2962,2019-08-04,SSA,GRU,2.7,349.61,524.41,0,Normal,3,94%,SkyFast Airlines,Promocional
2963,2022-08-17,BSB,GRU,3.1,472.21,708.31,0,Normal,16,93%,SkyFast Airlines,Flex
2964,2020-09-20,FOR,SDU,2.2,150.1,225.15,0,Normal,59,68%,SkyFast Airlines,Standard
2965,2023-05-22,BSB,VIX,2.9,444.26,666.39,0,Normal,52,95%,SkyFast Airlines,Standard
2966,2019-04-16,CWB,GIG,1.6,135.4,203.1,0,Normal,48,91%,SkyFast Airlines,Promocional
2967,2021-12-24,BSB,CGH,2.7,483.9,871.02,0,Alta,32,90%,SkyFast Airlines,Standard
2968,2023-05-08,REC,FOR,2.7,383.92,575.88,0,Normal,23,92%,SkyFast Airlines,Promocional
2969,2024-01-28,REC,FOR,2.6,304.07,456.11,0,Alta,12,95%,SkyFast Airlines,Standard
2970,2021-10-28,CWB,GRU,2.3,175.88,316.58,0,Normal,55,87%,SkyFast Airlines,Flex
2971,2021-10-05,FLN,POA,1.3,176.83,265.25,0,Normal,46,87%,SkyFast Airlines,Promocional
2972,2023-02-24,SSA,CGH,1.3,262.64,393.96,0,Alta,57,91%,SkyFast Airlines,Promocional
2973,2022-11-11,FLN,CNF,1.6,198.67,357.61,0,Normal,23,93%,SkyFast Airlines,Promocional
2974,2023-08-05,FLN,SDU,1.8,275.64,413.46,0,Normal,50,88%,SkyFast Airlines,Promocional
2975,2020-07-17,GIG,POA,3.1,401.15,601.72,0,Alta,12,77%,SkyFast Airlines,Flex
2976,2023-07-05,FOR,FLN,2.9,658.4,1185.12,0,Alta,36,95%,SkyFast Airlines,Flex
2977,2019-03-22,SSA,REC,2.7,304.58,456.87,0,Normal,14,94%,SkyFast Airlines,Standard
2978,2019-05-05,FLN,FOR,1.7,144.98,260.96,0,Normal,29,91%,SkyFast Airlines,Flex
2979,2023-05-22,SSA,POA,1.5,280.08,504.14,0,Normal,11,86%,SkyFast Airlines,Standard
2980,2021-05-17,CWB,BSB,1.8,235.25,352.88,0,Normal,22,85%,SkyFast Airlines,Flex
2981,2024-11-06,SSA,FLN,2.8,412.73,619.1,0,Normal,40,90%,SkyFast Airlines,Standard
2982,2023-01-13,VIX,CWB,1.7,321.44,482.16,0,Alta,5,88%,SkyFast Airlines,Standard
2983,2024-05-03,FLN,SDU,2.9,538.57,807.86,0,Normal,29,86%,SkyFast Airlines,Promocional
2984,2021-09-01,POA,VIX,3.2,247.61,371.42,0,Normal,49,85%,SkyFast Airlines,Promocional
2985,2019-04-23,VIX,CNF,2.4,191.24,286.86,0,Normal,18,87%,SkyFast Airlines,Promocional
2986,2023-09-10,SSA,GIG,2.9,388.33,582.5,0,Normal,17,87%,SkyFast Airlines,Standard
2987,2020-10-15,POA,SDU,1.6,119.79,215.62,0,Normal,2,80%,SkyFast Airlines,Standard
2988,2021-05-24,SDU,REC,1.9,238.66,357.99,0,Normal,28,78%,SkyFast Airlines,Standard
2989,2024-03-26,SDU,POA,3.0,405.5,608.25,0,Normal,42,93%,SkyFast Airlines,Flex
2990,2023-04-17,GRU,SSA,1.5,167.39,251.08,0,Normal,21,91%,SkyFast Airlines,Standard
2991,2023-04-19,REC,SSA,1.8,216.69,325.03,0,Normal,2,86%,SkyFast Airlines,Flex
2992,2023-06-16,POA,REC,3.1,408.29,734.92,0,Normal,9,90%,SkyFast Airlines,Flex
2993,2024-08-17,REC,SSA,1.2,153.56,230.34,0,Normal,35,92%,SkyFast Airlines,Promocional
2994,2021-09-21,FOR,CWB,1.2,154.88,278.78,0,Normal,48,75%,SkyFast Airlines,Flex
2995,2019-04-15,CNF,GIG,2.3,305.35,458.03,0,Normal,53,93%,SkyFast Airlines,Promocional
2996,2023-05-12,SSA,SDU,2.2,344.29,516.44,0,Normal,35,90%,SkyFast Airlines,Flex
2997,2020-10-17,GRU,REC,1.3,99.0,199.0,0,Normal,10,73%,SkyFast Airlines,Flex
2998,2022-04-25,CWB,GRU,2.0,280.24,504.43,0,Normal,11,88%,SkyFast Airlines,Standard
2999,2021-03-24,CWB,CNF,1.8,224.25,403.65,0,Normal,53,79%,SkyFast Airlines,Promocional
3000,2019-03-20,CWB,GRU,2.1,189.51,284.26,0,Normal,50,91%,SkyFast Airlines,Standard
3001,2023-10-11,BSB,CWB,2.3,375.81,563.72,0,Normal,5,86%,SkyFast Airlines,Flex
3002,2024-11-04,FLN,GRU,2.7,435.52,783.94,0,Normal,47,90%,SkyFast Airlines,Promocional
3003,2022-12-08,GIG,VIX,1.3,211.4,317.1,0,Alta,18,95%,SkyFast Airlines,Promocional
3004,2023-01-14,CGH,FOR,2.8,613.39,1104.1,0,Alta,19,86%,SkyFast Airlines,Standard
3005,2019-07-24,BSB,SDU,2.1,453.44,680.16,0,Alta,53,92%,SkyFast Airlines,Promocional
3006,2024-01-27,CWB,SDU,1.3,237.12,355.68,0,Alta,4,87%,SkyFast Airlines,Flex
3007,2022-02-11,BSB,SDU,3.4,760.69,1369.24,0,Alta,17,85%,SkyFast Airlines,Promocional
3008,2023-03-04,GRU,SSA,3.1,382.58,573.87,0,Normal,2,93%,SkyFast Airlines,Flex
3009,2023-11-21,CWB,REC,2.1,185.16,277.74,0,Normal,52,87%,SkyFast Airlines,Standard
3010,2022-08-19,VIX,SDU,2.1,396.61,713.9,0,Normal,30,87%,SkyFast Airlines,Promocional
3011,2023-10-22,GIG,POA,1.6,165.57,248.35,0,Normal,56,92%,SkyFast Airlines,Standard
3012,2024-01-05,SDU,CGH,1.4,181.39,326.5,0,Alta,30,92%,SkyFast Airlines,Flex
3013,2020-07-23,CGH,GIG,2.8,380.88,685.58,0,Alta,35,79%,SkyFast Airlines,Standard
3014,2024-06-20,SDU,VIX,2.2,210.71,316.06,0,Normal,52,91%,SkyFast Airlines,Promocional
3015,2024-01-10,POA,REC,1.2,286.3,515.34,0,Alta,60,92%,SkyFast Airlines,Promocional
3016,2019-07-24,GIG,VIX,2.4,286.35,429.53,0,Alta,46,87%,SkyFast Airlines,Standard
3017,2021-07-20,GIG,FLN,2.1,351.74,633.13,0,Alta,13,79%,SkyFast Airlines,Standard
3018,2021-06-05,REC,BSB,3.0,424.84,764.71,0,Normal,3,77%,SkyFast Airlines,Promocional
3019,2024-09-04,CGH,BSB,2.5,353.63,636.53,0,Normal,6,91%,SkyFast Airlines,Flex
3020,2024-06-01,POA,GIG,1.6,257.48,463.46,0,Normal,3,91%,SkyFast Airlines,Promocional
3021,2023-10-13,CGH,FLN,3.2,305.14,457.71,0,Normal,22,92%,SkyFast Airlines,Promocional
3022,2021-06-23,FLN,CNF,1.6,196.99,295.49,0,Normal,42,86%,SkyFast Airlines,Standard
3023,2020-01-12,GIG,SDU,1.5,134.2,201.3,0,Alta,30,64%,SkyFast Airlines,Promocional
3024,2023-01-23,SDU,VIX,2.9,294.95,442.42,0,Alta,7,88%,SkyFast Airlines,Promocional
3025,2023-04-06,CNF,VIX,1.2,99.0,199.0,0,Normal,2,92%,SkyFast Airlines,Flex
3026,2024-08-23,GRU,SDU,3.2,459.08,826.34,0,Normal,36,90%,SkyFast Airlines,Promocional
3027,2022-11-04,REC,BSB,2.6,295.42,443.13,0,Normal,44,85%,SkyFast Airlines,Promocional
3028,2019-06-16,CWB,SSA,3.2,534.87,962.77,0,Normal,57,88%,SkyFast Airlines,Flex
3029,2022-10-28,CGH,SSA,3.5,520.91,781.37,0,Normal,41,92%,SkyFast Airlines,Promocional
3030,2022-09-23,GIG,SSA,1.6,208.15,312.23,0,Normal,56,85%,SkyFast Airlines,Standard
3031,2019-01-05,POA,CNF,1.3,254.41,381.62,0,Alta,53,89%,SkyFast Airlines,Standard
3032,2019-05-18,GRU,VIX,2.9,481.14,721.71,0,Normal,37,90%,SkyFast Airlines,Standard
3033,2023-03-01,REC,SSA,1.6,273.45,410.17,0,Normal,20,88%,SkyFast Airlines,Promocional
3034,2022-08-23,CNF,REC,1.6,251.21,376.81,0,Normal,25,86%,SkyFast Airlines,Promocional
3035,2022-12-19,CNF,CWB,2.1,263.85,395.78,0,Alta,40,92%,SkyFast Airlines,Promocional
3036,2020-10-12,REC,CGH,2.4,127.62,199.0,0,Normal,52,71%,SkyFast Airlines,Promocional
3037,2021-06-19,CWB,REC,3.2,267.5,401.25,0,Normal,37,84%,SkyFast Airlines,Standard
3038,2023-06-07,SDU,GIG,3.0,490.37,735.56,0,Normal,56,89%,SkyFast Airlines,Flex
3039,2019-05-27,BSB,POA,2.2,168.39,252.58,0,Normal,23,89%,SkyFast Airlines,Standard
3040,2022-11-24,GIG,FLN,1.6,272.39,490.3,0,Normal,4,93%,SkyFast Airlines,Flex
3041,2024-09-07,CWB,SDU,2.7,394.81,710.66,0,Normal,50,90%,SkyFast Airlines,Promocional
3042,2024-03-14,SDU,BSB,1.1,99.0,199.0,0,Normal,4,92%,SkyFast Airlines,Standard
3043,2019-05-13,VIX,SSA,3.1,263.55,395.33,0,Normal,10,91%,SkyFast Airlines,Flex
3044,2019-08-14,SDU,BSB,3.5,572.44,858.66,0,Normal,33,88%,SkyFast Airlines,Promocional
3045,2023-04-08,SDU,CWB,1.6,135.56,203.34,0,Normal,58,90%,SkyFast Airlines,Standard
3046,2021-02-23,GRU,CWB,2.4,445.25,667.88,0,Alta,48,90%,SkyFast Airlines,Standard
3047,2022-06-13,SDU,GIG,1.9,205.32,369.58,0,Normal,53,92%,SkyFast Airlines,Standard
3048,2022-05-05,VIX,CNF,1.9,156.19,234.28,0,Normal,41,87%,SkyFast Airlines,Promocional
3049,2019-06-26,GIG,SDU,1.3,149.83,224.75,0,Normal,32,86%,SkyFast Airlines,Promocional
3050,2024-08-19,CGH,SDU,2.7,419.42,629.13,0,Normal,32,87%,SkyFast Airlines,Promocional
3051,2024-01-08,VIX,REC,1.9,307.41,553.34,0,Alta,46,91%,SkyFast Airlines,Flex
3052,2023-04-17,SSA,CGH,2.6,225.76,338.64,0,Normal,38,92%,SkyFast Airlines,Promocional
3053,2022-01-19,FOR,CWB,1.3,175.21,262.81,0,Alta,40,91%,SkyFast Airlines,Promocional
3054,2024-05-12,REC,GRU,1.5,164.83,296.69,0,Normal,15,95%,SkyFast Airlines,Flex
3055,2020-04-28,GIG,SDU,3.2,361.33,542.0,0,Normal,54,63%,SkyFast Airlines,Standard
3056,2022-03-17,REC,FLN,3.5,427.4,641.1,0,Normal,16,85%,SkyFast Airlines,Promocional
3057,2023-06-20,CWB,GRU,1.7,219.04,394.27,0,Normal,48,89%,SkyFast Airlines,Standard
3058,2019-12-16,FOR,SDU,3.2,515.19,772.79,0,Alta,31,93%,SkyFast Airlines,Standard
3059,2022-03-25,SDU,REC,2.1,362.55,543.83,0,Normal,55,95%,SkyFast Airlines,Promocional
3060,2023-06-23,CNF,FOR,2.9,495.66,743.49,0,Normal,47,91%,SkyFast Airlines,Standard
3061,2024-11-04,FOR,CWB,2.0,285.82,428.73,0,Normal,34,85%,SkyFast Airlines,Standard
3062,2022-03-27,FOR,CWB,1.7,308.65,462.97,0,Normal,38,85%,SkyFast Airlines,Promocional
3063,2023-09-28,CGH,FOR,2.0,204.63,368.33,0,Normal,17,94%,SkyFast Airlines,Promocional
3064,2021-01-18,CNF,FLN,1.7,278.63,501.53,0,Alta,15,80%,SkyFast Airlines,Promocional
3065,2019-08-19,GIG,VIX,2.3,312.71,469.06,0,Normal,33,94%,SkyFast Airlines,Flex
3066,2023-03-01,VIX,BSB,1.0,150.56,271.01,0,Normal,21,92%,SkyFast Airlines,Promocional
3067,2023-02-12,VIX,POA,3.3,531.58,797.37,0,Alta,2,88%,SkyFast Airlines,Standard
3068,2019-11-21,VIX,GRU,1.2,164.39,246.58,0,Normal,8,93%,SkyFast Airlines,Flex
3069,2022-06-20,GRU,SSA,3.3,293.26,439.89,0,Normal,37,95%,SkyFast Airlines,Standard
3070,2023-07-27,SDU,GRU,2.2,353.92,530.88,0,Alta,49,86%,SkyFast Airlines,Promocional
3071,2024-02-27,CWB,SDU,1.4,156.66,234.99,0,Alta,51,92%,SkyFast Airlines,Standard
3072,2021-08-15,CGH,VIX,2.6,249.12,373.68,0,Normal,28,78%,SkyFast Airlines,Promocional
3073,2022-02-02,CGH,FOR,3.0,603.01,1085.42,0,Alta,46,86%,SkyFast Airlines,Flex
3074,2023-01-07,VIX,REC,2.9,448.12,672.18,0,Alta,2,87%,SkyFast Airlines,Flex
3075,2022-05-09,FLN,CGH,3.0,237.56,356.34,0,Normal,2,92%,SkyFast Airlines,Flex
3076,2021-03-02,SDU,SSA,2.7,230.31,414.56,0,Normal,11,80%,SkyFast Airlines,Flex
3077,2019-08-03,CNF,REC,2.1,190.16,342.29,0,Normal,24,87%,SkyFast Airlines,Flex
3078,2023-08-03,POA,SSA,2.5,311.86,561.35,0,Normal,7,93%,SkyFast Airlines,Standard
3079,2023-10-11,POA,VIX,3.4,477.34,716.01,0,Normal,51,87%,SkyFast Airlines,Standard
