ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Rota,Tamanho_Aviao
2526,2021-05-22,POA,SDU,1.2,224.53,359.25,493.97,Normal,44,72%,Air Regional Connect,Hub-Regional,ATR72
2527,2019-07-28,POA,PLU,1.6,396.42,634.27,872.12,Alta,13,86%,Air Regional Connect,Hub-Regional,CRJ900
2528,2021-11-02,REC,SLZ,1.9,246.3,394.08,541.86,Normal,26,79%,Air Regional Connect,Hub-Regional,E195
2529,2021-10-28,BSB,UBA,2.2,310.27,496.43,682.59,Normal,43,77%,Air Regional Connect,Hub-Regional,E195
2530,2020-03-05,REC,QDV,1.7,260.22,416.35,572.48,Normal,5,67%,Air Regional Connect,Hub-Regional,E195
2531,2021-08-25,FOR,CGH,1.2,259.07,414.51,569.95,Normal,23,68%,Air Regional Connect,Hub-Regional,E190
2532,2024-09-04,REC,SLZ,2.1,356.71,570.74,784.76,Normal,8,71%,Air Regional Connect,Hub-Regional,ATR72
2533,2020-01-16,BSB,QDV,2.3,410.45,656.72,902.99,Alta,38,65%,Air Regional Connect,Hub-Regional,ATR72
2534,2022-02-03,BSB,PMW,1.7,244.27,390.83,537.39,Normal,4,74%,Air Regional Connect,Hub-Regional,E190
2535,2024-10-15,FOR,JPA,0.9,234.98,375.97,516.96,Normal,26,72%,Air Regional Connect,Hub-Regional,ATR72
2536,2019-12-26,BSB,SDU,1.8,487.66,780.26,1072.85,Alta,34,74%,Air Regional Connect,Hub-Regional,E195
2537,2021-08-07,POA,CGR,0.9,160.49,256.78,353.08,Normal,25,61%,Air Regional Connect,Hub-Regional,E190
2538,2019-03-08,CGH,NVT,2.3,561.17,897.87,1234.57,Normal,24,89%,Air Regional Connect,Regional-Regional,ATR72
2539,2020-09-17,GRU,XAP,2.5,430.74,689.18,947.63,Normal,36,61%,Air Regional Connect,Hub-Regional,E190
2540,2024-01-28,GRU,PVH,2.1,325.66,521.06,716.45,Alta,11,88%,Air Regional Connect,Hub-Regional,E190
2541,2024-05-01,REC,QDV,1.2,194.47,311.15,427.83,Normal,9,80%,Air Regional Connect,Hub-Regional,E190
2542,2024-06-18,REC,QDV,1.7,475.39,760.62,1045.86,Alta,19,80%,Air Regional Connect,Hub-Regional,E190
2543,2024-06-22,AJU,NVT,2.3,669.81,1071.7,1473.58,Alta,27,79%,Air Regional Connect,Regional-Regional,CRJ900
2544,2021-08-26,GRU,NVT,2.2,453.0,724.8,996.6,Normal,9,74%,Air Regional Connect,Hub-Regional,CRJ900
2545,2020-03-21,FOR,JPA,0.9,152.72,244.35,335.98,Normal,43,50%,Air Regional Connect,Hub-Regional,E195
2546,2024-12-06,REC,VIX,2.0,292.89,468.62,644.36,Alta,31,74%,Air Regional Connect,Hub-Regional,ATR72
2547,2023-02-28,GRU,JPA,1.8,432.21,691.54,950.86,Normal,6,89%,Air Regional Connect,Hub-Regional,E195
2548,2023-01-07,GRU,THE,1.9,408.14,653.02,897.91,Alta,19,77%,Air Regional Connect,Hub-Regional,E195
2549,2022-04-18,REC,IGZ,1.2,327.86,524.58,721.29,Normal,13,75%,Air Regional Connect,Hub-Regional,E195
2550,2019-08-21,CGR,UBA,1.8,343.85,550.16,756.47,Normal,35,79%,Air Regional Connect,Regional-Regional,ATR72
2551,2019-02-13,BPS,VIX,2.4,541.48,866.37,1191.26,Normal,13,89%,Air Regional Connect,Regional-Regional,CRJ900
2552,2021-01-24,PLU,CGR,1.4,274.88,439.81,604.74,Alta,41,64%,Air Regional Connect,Regional-Regional,ATR72
2553,2019-05-26,REC,PMW,1.6,230.2,368.32,506.44,Normal,16,86%,Air Regional Connect,Hub-Regional,E195
2554,2024-04-17,CGR,PMW,1.8,327.69,524.3,720.92,Normal,38,90%,Air Regional Connect,Regional-Regional,E195
2555,2022-07-26,REC,VIX,1.2,312.48,499.97,687.46,Alta,40,80%,Air Regional Connect,Hub-Regional,CRJ900
2556,2021-11-07,REC,JPA,1.3,151.64,242.62,333.61,Normal,11,62%,Air Regional Connect,Hub-Regional,ATR72
2557,2024-05-12,REC,CGB,1.4,290.66,465.06,639.45,Normal,33,73%,Air Regional Connect,Hub-Regional,CRJ900
2558,2024-05-28,REC,CGH,2.1,256.05,409.68,563.31,Normal,5,76%,Air Regional Connect,Hub-Regional,CRJ900
2559,2020-06-09,REC,PMW,2.3,483.41,773.46,1063.5,Alta,19,56%,Air Regional Connect,Hub-Regional,ATR72
2560,2023-08-22,REC,THE,1.5,298.89,478.22,657.56,Normal,39,73%,Air Regional Connect,Hub-Regional,ATR72
2561,2020-02-01,GRU,SOD,2.2,320.46,512.74,705.01,Normal,5,65%,Air Regional Connect,Hub-Regional,CRJ900
2562,2019-01-18,NVT,TBT,2.4,531.3,850.08,1168.86,Alta,20,80%,Air Regional Connect,Regional-Regional,E195
2563,2024-10-06,GRU,PLU,1.9,492.29,787.66,1083.04,Normal,36,87%,Air Regional Connect,Hub-Regional,E195
2564,2022-11-06,POA,PVH,1.3,182.11,291.38,400.64,Normal,8,83%,Air Regional Connect,Hub-Regional,ATR72
2565,2024-04-07,POA,CGH,1.2,326.09,521.74,717.4,Normal,37,77%,Air Regional Connect,Hub-Regional,CRJ900
2566,2024-11-16,GRU,SOD,1.2,179.41,287.06,394.7,Normal,35,77%,Air Regional Connect,Hub-Regional,CRJ900
2567,2021-12-01,REC,PLU,1.6,421.87,674.99,928.11,Alta,24,75%,Air Regional Connect,Hub-Regional,ATR72
2568,2020-08-26,GRU,CGR,1.5,154.82,247.71,340.6,Normal,17,61%,Air Regional Connect,Hub-Regional,ATR72
2569,2023-02-22,POA,UBA,1.2,208.84,334.14,459.45,Normal,24,72%,Air Regional Connect,Hub-Regional,E190
2570,2024-03-22,BSB,CXJ,2.3,574.99,919.98,1264.98,Normal,25,70%,Air Regional Connect,Hub-Regional,ATR72
2571,2024-09-07,GRU,AJU,1.3,234.92,375.87,516.82,Normal,28,74%,Air Regional Connect,Hub-Regional,ATR72
2572,2024-06-08,VIX,RBR,1.2,280.95,449.52,618.09,Alta,34,90%,Air Regional Connect,Regional-Regional,ATR72
2573,2022-11-11,FOR,PMW,1.5,315.53,504.85,694.17,Normal,27,80%,Air Regional Connect,Hub-Regional,E195
2574,2023-10-13,FOR,RBR,1.1,153.77,246.03,338.29,Normal,15,71%,Air Regional Connect,Hub-Regional,E190
2575,2022-03-10,PMW,UBA,2.2,492.35,787.76,1083.17,Normal,33,89%,Air Regional Connect,Regional-Regional,E195
2576,2022-05-05,REC,XAP,1.5,283.52,453.63,623.74,Normal,27,74%,Air Regional Connect,Hub-Regional,CRJ900
2577,2020-10-02,BSB,BPS,1.1,164.36,262.98,361.59,Normal,17,58%,Air Regional Connect,Hub-Regional,CRJ900
2578,2023-10-28,FOR,JPA,1.5,329.93,527.89,725.85,Normal,14,86%,Air Regional Connect,Hub-Regional,E195
2579,2021-08-12,CGB,PVH,2.4,514.69,823.5,1132.32,Normal,35,75%,Air Regional Connect,Regional-Regional,ATR72
2580,2024-11-27,BSB,SDU,1.5,346.22,553.95,761.68,Normal,7,76%,Air Regional Connect,Hub-Regional,E195
2581,2022-11-17,CGR,BPS,2.4,367.26,587.62,807.97,Normal,27,85%,Air Regional Connect,Regional-Regional,ATR72
2582,2023-10-23,POA,SLZ,1.6,360.47,576.75,793.03,Normal,29,74%,Air Regional Connect,Hub-Regional,E195
2583,2019-10-03,FOR,BPS,2.0,437.99,700.78,963.58,Normal,33,71%,Air Regional Connect,Hub-Regional,E195
2584,2020-12-18,FOR,PMW,2.3,257.75,412.4,567.05,Alta,30,56%,Air Regional Connect,Hub-Regional,E190
2585,2021-08-21,FOR,SDU,1.0,130.11,208.18,300.0,Normal,3,72%,Air Regional Connect,Hub-Regional,CRJ900
2586,2019-05-28,GRU,VIX,1.5,356.37,570.19,784.01,Normal,39,84%,Air Regional Connect,Hub-Regional,ATR72
2587,2023-08-09,TBT,SOD,0.9,208.54,333.66,458.79,Normal,22,70%,Air Regional Connect,Regional-Regional,ATR72
2588,2024-05-02,QDV,TBT,1.7,359.9,575.84,791.78,Normal,33,82%,Air Regional Connect,Regional-Regional,E190
2589,2022-03-02,GRU,AJU,1.8,413.22,661.15,909.08,Normal,3,87%,Air Regional Connect,Hub-Regional,E195
2590,2020-11-10,REC,SLZ,1.3,261.15,417.84,574.53,Normal,11,62%,Air Regional Connect,Hub-Regional,E190
2591,2024-03-26,SDU,CXJ,1.7,258.28,413.25,568.22,Normal,12,70%,Air Regional Connect,Regional-Regional,E190
2592,2024-07-15,FOR,BPS,1.6,244.15,390.64,537.13,Alta,33,81%,Air Regional Connect,Hub-Regional,ATR72
2593,2022-10-12,REC,QDV,1.9,463.52,741.63,1019.74,Normal,5,87%,Air Regional Connect,Hub-Regional,E190
2594,2021-05-11,IGZ,SLZ,1.6,205.74,329.18,452.63,Normal,35,74%,Air Regional Connect,Regional-Regional,ATR72
2595,2023-03-23,SOD,RBR,1.7,416.46,666.34,916.21,Normal,45,81%,Air Regional Connect,Regional-Regional,ATR72
2596,2022-08-21,REC,PMW,0.9,211.79,338.86,465.94,Normal,10,76%,Air Regional Connect,Hub-Regional,CRJ900
2597,2019-02-25,POA,QDV,1.8,481.27,770.03,1058.79,Normal,10,77%,Air Regional Connect,Hub-Regional,ATR72
2598,2024-09-24,TBT,SDU,2.5,540.82,865.31,1189.8,Normal,29,85%,Air Regional Connect,Regional-Regional,ATR72
2599,2022-02-10,BSB,NVT,2.2,485.88,777.41,1068.94,Normal,22,78%,Air Regional Connect,Hub-Regional,E190
2600,2019-11-05,BSB,CGR,1.3,270.49,432.78,595.08,Normal,7,77%,Air Regional Connect,Hub-Regional,E195
2601,2023-12-16,FOR,UBA,2.3,645.73,1033.17,1420.61,Alta,12,84%,Air Regional Connect,Hub-Regional,E195
2602,2023-08-08,IGZ,SLZ,2.5,503.77,806.03,1108.29,Normal,35,78%,Air Regional Connect,Regional-Regional,E195
2603,2019-08-16,REC,PLU,1.5,307.07,491.31,675.55,Normal,15,78%,Air Regional Connect,Hub-Regional,ATR72
2604,2021-05-07,REC,CGB,1.3,166.58,266.53,366.48,Normal,8,79%,Air Regional Connect,Hub-Regional,CRJ900
2605,2023-01-13,AJU,PMW,0.8,246.04,393.66,541.29,Alta,45,88%,Air Regional Connect,Regional-Regional,E190
2606,2022-07-23,REC,PMW,1.0,147.57,236.11,324.65,Alta,43,78%,Air Regional Connect,Hub-Regional,E190
2607,2022-03-09,POA,TBT,1.2,229.81,367.7,505.58,Normal,14,71%,Air Regional Connect,Hub-Regional,ATR72
2608,2022-03-23,POA,UBA,1.3,299.53,479.25,658.97,Normal,5,75%,Air Regional Connect,Hub-Regional,CRJ900
2609,2022-01-13,FOR,CXJ,1.8,329.44,527.1,724.77,Alta,37,75%,Air Regional Connect,Hub-Regional,E190
2610,2022-05-05,FOR,PLU,2.3,367.87,588.59,809.31,Normal,45,81%,Air Regional Connect,Hub-Regional,CRJ900
2611,2020-05-01,GRU,PMW,1.9,282.42,451.87,621.32,Normal,45,66%,Air Regional Connect,Hub-Regional,E190
2612,2022-08-08,POA,VIX,1.1,201.54,322.46,443.39,Normal,4,82%,Air Regional Connect,Hub-Regional,CRJ900
2613,2021-07-11,GRU,CGH,1.7,287.17,459.47,631.77,Alta,19,69%,Air Regional Connect,Hub-Regional,ATR72
2614,2019-09-15,GRU,SOD,1.4,173.92,278.27,382.62,Normal,8,90%,Air Regional Connect,Hub-Regional,E190
2615,2021-07-01,FOR,VIX,1.4,235.24,376.38,517.53,Alta,22,76%,Air Regional Connect,Hub-Regional,ATR72
2616,2024-09-09,POA,PMW,1.4,300.6,480.96,661.32,Normal,14,81%,Air Regional Connect,Hub-Regional,E195
2617,2023-06-02,REC,PLU,1.4,196.83,314.93,433.03,Alta,3,75%,Air Regional Connect,Hub-Regional,E190
2618,2021-01-26,GRU,UBA,2.1,361.57,578.51,795.45,Alta,34,64%,Air Regional Connect,Hub-Regional,E190
2619,2023-03-22,POA,CGB,2.3,544.6,871.36,1198.12,Normal,42,76%,Air Regional Connect,Hub-Regional,E190
2620,2023-01-15,SOD,JPA,1.9,394.79,631.66,868.54,Alta,34,74%,Air Regional Connect,Regional-Regional,E195
2621,2019-03-16,REC,RBR,1.0,187.0,299.2,411.4,Normal,19,80%,Air Regional Connect,Hub-Regional,E190
2622,2019-02-12,BSB,CGR,1.7,335.46,536.74,738.01,Normal,31,75%,Air Regional Connect,Hub-Regional,E195
2623,2023-03-19,FOR,SDU,2.4,332.93,532.69,732.45,Normal,29,83%,Air Regional Connect,Hub-Regional,ATR72
2624,2019-04-25,POA,AJU,1.4,322.72,516.35,709.98,Normal,44,89%,Air Regional Connect,Hub-Regional,ATR72
2625,2023-01-12,FOR,RBR,2.4,373.8,598.08,822.36,Alta,25,73%,Air Regional Connect,Hub-Regional,CRJ900
2626,2024-09-24,REC,NVT,1.1,229.45,367.12,504.79,Normal,19,81%,Air Regional Connect,Hub-Regional,E195
2627,2020-08-17,VIX,SDU,1.3,127.91,204.66,300.0,Normal,15,67%,Air Regional Connect,Regional-Regional,E190
2628,2024-05-02,UBA,RBR,0.9,204.45,327.12,449.79,Normal,31,80%,Air Regional Connect,Regional-Regional,E195
2629,2021-04-15,POA,TBT,1.9,404.07,646.51,888.95,Normal,43,72%,Air Regional Connect,Hub-Regional,ATR72
2630,2022-10-20,GRU,JPA,1.6,318.18,509.09,700.0,Normal,12,78%,Air Regional Connect,Hub-Regional,CRJ900
2631,2024-02-04,FOR,BPS,1.7,374.29,598.86,823.44,Normal,28,71%,Air Regional Connect,Hub-Regional,E195
2632,2024-08-23,GRU,BPS,1.6,261.04,417.66,574.29,Normal,33,81%,Air Regional Connect,Hub-Regional,E195
2633,2021-01-09,GRU,NVT,1.5,304.46,487.14,669.81,Alta,37,75%,Air Regional Connect,Hub-Regional,ATR72
2634,2024-08-27,BSB,CXJ,1.5,171.61,274.58,377.54,Normal,22,73%,Air Regional Connect,Hub-Regional,E190
2635,2019-05-02,POA,CGB,1.4,193.92,310.27,426.62,Normal,12,71%,Air Regional Connect,Hub-Regional,CRJ900
2636,2024-11-13,VIX,CGR,1.4,254.96,407.94,560.91,Normal,21,75%,Air Regional Connect,Regional-Regional,CRJ900
2637,2022-01-16,FOR,CGR,1.7,244.87,391.79,538.71,Alta,8,77%,Air Regional Connect,Hub-Regional,E195
2638,2019-09-04,REC,PMW,1.7,420.62,672.99,925.36,Normal,31,76%,Air Regional Connect,Hub-Regional,ATR72
2639,2022-07-27,GRU,QDV,0.8,231.58,370.53,509.48,Alta,13,78%,Air Regional Connect,Hub-Regional,E195
2640,2020-04-20,FOR,BPS,0.8,120.0,200.0,300.0,Normal,40,70%,Air Regional Connect,Hub-Regional,E190
2641,2020-09-01,FOR,IGZ,1.2,142.56,228.1,313.63,Normal,9,70%,Air Regional Connect,Hub-Regional,ATR72
2642,2019-04-27,POA,SLZ,1.3,175.78,281.25,386.72,Normal,35,81%,Air Regional Connect,Hub-Regional,E190
2643,2021-02-11,REC,TBT,1.7,223.97,358.35,492.73,Normal,17,62%,Air Regional Connect,Hub-Regional,CRJ900
2644,2020-11-12,SOD,VIX,1.6,258.29,413.26,568.24,Normal,31,60%,Air Regional Connect,Regional-Regional,E190
2645,2020-08-09,BSB,CGR,2.1,230.68,369.09,507.5,Normal,9,53%,Air Regional Connect,Hub-Regional,E195
2646,2023-10-27,BSB,CGB,1.3,245.58,392.93,540.28,Normal,3,70%,Air Regional Connect,Hub-Regional,CRJ900
2647,2019-06-20,FOR,UBA,2.4,528.71,845.94,1163.16,Alta,3,76%,Air Regional Connect,Hub-Regional,ATR72
2648,2019-05-16,REC,CXJ,2.3,453.56,725.7,997.83,Normal,6,71%,Air Regional Connect,Hub-Regional,ATR72
2649,2024-08-18,POA,UBA,2.1,448.84,718.14,987.45,Normal,42,79%,Air Regional Connect,Hub-Regional,CRJ900
2650,2023-03-14,FOR,NVT,1.1,153.04,244.86,336.69,Normal,36,78%,Air Regional Connect,Hub-Regional,CRJ900
2651,2019-07-14,GRU,SLZ,0.9,246.63,394.61,542.59,Alta,37,74%,Air Regional Connect,Hub-Regional,E190
2652,2021-08-22,THE,CGH,1.5,314.88,503.81,692.74,Normal,16,76%,Air Regional Connect,Regional-Regional,CRJ900
2653,2024-08-13,BSB,THE,1.0,231.26,370.02,508.77,Normal,31,73%,Air Regional Connect,Hub-Regional,CRJ900
2654,2024-09-02,BSB,TBT,1.1,176.85,282.96,389.07,Normal,12,81%,Air Regional Connect,Hub-Regional,CRJ900
2655,2022-11-21,CGB,JPA,0.9,135.01,216.02,300.0,Normal,3,89%,Air Regional Connect,Regional-Regional,CRJ900
2656,2019-06-09,FOR,THE,2.3,553.74,885.98,1218.23,Alta,11,85%,Air Regional Connect,Hub-Regional,E190
2657,2024-08-15,JPA,PLU,1.0,124.24,200.0,300.0,Normal,31,74%,Air Regional Connect,Regional-Regional,E195
2658,2024-08-06,FOR,CGR,0.9,215.87,345.39,474.91,Normal,3,79%,Air Regional Connect,Hub-Regional,E190
2659,2023-05-27,POA,XAP,1.8,396.35,634.16,871.97,Normal,20,89%,Air Regional Connect,Hub-Regional,ATR72
2660,2019-03-05,GRU,XAP,2.2,350.33,560.53,770.73,Normal,15,73%,Air Regional Connect,Hub-Regional,CRJ900
2661,2023-10-04,GRU,PLU,1.9,283.9,454.24,624.58,Normal,16,74%,Air Regional Connect,Hub-Regional,CRJ900
2662,2020-02-18,AJU,NVT,1.5,214.3,342.88,471.46,Normal,3,57%,Air Regional Connect,Regional-Regional,ATR72
2663,2021-04-22,REC,PMW,1.0,175.45,280.72,385.99,Normal,18,76%,Air Regional Connect,Hub-Regional,ATR72
2664,2020-04-04,REC,RBR,1.9,229.47,367.15,504.83,Normal,23,54%,Air Regional Connect,Hub-Regional,E190
2665,2024-09-22,FOR,JPA,2.2,373.87,598.19,822.51,Normal,30,86%,Air Regional Connect,Hub-Regional,ATR72
2666,2024-10-12,BSB,CGH,1.5,300.99,481.58,662.18,Normal,26,86%,Air Regional Connect,Hub-Regional,ATR72
2667,2024-12-18,REC,AJU,1.3,223.44,357.5,491.57,Alta,30,73%,Air Regional Connect,Hub-Regional,E195
2668,2020-03-06,POA,PMW,1.7,191.59,306.54,421.5,Normal,26,54%,Air Regional Connect,Hub-Regional,ATR72
2669,2022-07-14,RBR,QDV,1.0,261.17,417.87,574.57,Alta,19,84%,Air Regional Connect,Regional-Regional,E195
2670,2021-12-13,BSB,TBT,1.0,267.52,428.03,588.54,Alta,26,77%,Air Regional Connect,Hub-Regional,CRJ900
2671,2019-10-18,REC,JPA,0.9,205.59,328.94,452.3,Normal,38,89%,Air Regional Connect,Hub-Regional,CRJ900
2672,2023-09-14,CGB,QDV,1.9,465.56,744.9,1024.23,Normal,29,71%,Air Regional Connect,Regional-Regional,E195
2673,2020-03-22,POA,RBR,2.3,429.59,687.34,945.1,Normal,43,70%,Air Regional Connect,Hub-Regional,E190
2674,2021-07-04,FOR,SLZ,1.8,464.97,743.95,1022.93,Alta,10,62%,Air Regional Connect,Hub-Regional,E195
2675,2020-10-23,POA,CXJ,1.5,202.77,324.43,446.09,Normal,25,50%,Air Regional Connect,Hub-Regional,CRJ900
2676,2019-06-25,REC,XAP,1.2,282.68,452.29,621.9,Alta,22,86%,Air Regional Connect,Hub-Regional,E190
2677,2024-08-06,UBA,TBT,1.7,414.82,663.71,912.6,Normal,18,71%,Air Regional Connect,Regional-Regional,ATR72
2678,2024-01-27,FOR,SLZ,1.6,530.95,849.52,1168.09,Alta,38,77%,Air Regional Connect,Hub-Regional,E190
2679,2021-01-01,UBA,SDU,1.4,311.43,498.29,685.15,Alta,43,70%,Air Regional Connect,Regional-Regional,E195
2680,2024-03-10,POA,NVT,1.9,297.28,475.65,654.02,Normal,11,82%,Air Regional Connect,Hub-Regional,ATR72
2681,2019-02-10,GRU,SOD,1.3,215.12,344.19,473.26,Normal,31,70%,Air Regional Connect,Hub-Regional,CRJ900
2682,2022-06-19,FOR,PLU,2.0,388.71,621.94,855.16,Alta,28,75%,Air Regional Connect,Hub-Regional,CRJ900
2683,2022-06-17,FOR,NVT,2.3,501.0,801.6,1102.2,Alta,35,86%,Air Regional Connect,Hub-Regional,E195
2684,2022-07-15,FOR,CGH,2.3,444.41,711.06,977.7,Alta,40,70%,Air Regional Connect,Hub-Regional,E190
2685,2024-12-25,GRU,NVT,0.9,246.66,394.66,542.65,Alta,41,80%,Air Regional Connect,Hub-Regional,CRJ900
2686,2019-08-20,CGR,SLZ,1.2,284.64,455.42,626.21,Normal,35,82%,Air Regional Connect,Regional-Regional,E195
2687,2019-01-19,FOR,QDV,1.7,456.43,730.29,1004.15,Alta,10,78%,Air Regional Connect,Hub-Regional,ATR72
2688,2022-02-11,CGR,RBR,1.7,314.6,503.36,692.12,Normal,18,81%,Air Regional Connect,Regional-Regional,E195
2689,2021-10-16,BSB,BPS,1.1,191.0,305.6,420.2,Normal,3,67%,Air Regional Connect,Hub-Regional,ATR72
2690,2023-05-20,REC,VIX,1.1,163.15,261.04,358.93,Normal,44,88%,Air Regional Connect,Hub-Regional,E195
2691,2024-11-24,GRU,CXJ,0.9,167.87,268.59,369.31,Normal,21,81%,Air Regional Connect,Hub-Regional,ATR72
2692,2021-06-17,BPS,UBA,1.6,353.26,565.22,777.17,Alta,39,60%,Air Regional Connect,Regional-Regional,ATR72
2693,2021-01-09,FOR,PLU,0.8,176.0,281.6,387.2,Alta,15,60%,Air Regional Connect,Hub-Regional,E195
2694,2020-02-22,CXJ,IGZ,1.3,152.58,244.13,335.68,Normal,37,65%,Air Regional Connect,Regional-Regional,ATR72
2695,2021-08-04,FOR,SLZ,2.3,280.66,449.06,617.45,Normal,23,75%,Air Regional Connect,Hub-Regional,CRJ900
2696,2023-02-14,REC,QDV,2.0,475.69,761.1,1046.52,Normal,6,82%,Air Regional Connect,Hub-Regional,E195
2697,2024-11-28,FOR,SOD,1.7,291.5,466.4,641.3,Normal,4,83%,Air Regional Connect,Hub-Regional,ATR72
2698,2022-10-01,REC,AJU,1.7,348.23,557.17,766.11,Normal,20,90%,Air Regional Connect,Hub-Regional,ATR72
2699,2021-07-15,POA,IGZ,1.2,183.58,293.73,403.88,Alta,7,63%,Air Regional Connect,Hub-Regional,ATR72
2700,2019-10-25,GRU,UBA,2.0,421.99,675.18,928.38,Normal,19,88%,Air Regional Connect,Hub-Regional,E190
2701,2024-08-15,REC,CGH,1.4,203.76,326.02,448.27,Normal,18,70%,Air Regional Connect,Hub-Regional,CRJ900
2702,2021-11-14,GRU,SOD,2.4,451.52,722.43,993.34,Normal,18,69%,Air Regional Connect,Hub-Regional,E190
2703,2020-11-11,BSB,VIX,1.5,179.28,286.85,394.42,Normal,37,68%,Air Regional Connect,Hub-Regional,ATR72
2704,2023-01-22,BSB,UBA,1.8,509.97,815.95,1121.93,Alta,17,76%,Air Regional Connect,Hub-Regional,ATR72
2705,2022-09-02,FOR,JPA,1.2,182.23,291.57,400.91,Normal,23,75%,Air Regional Connect,Hub-Regional,CRJ900
2706,2022-09-09,JPA,SOD,1.6,315.49,504.78,694.08,Normal,25,84%,Air Regional Connect,Regional-Regional,CRJ900
2707,2020-03-07,QDV,NVT,1.8,200.03,320.05,440.07,Normal,31,65%,Air Regional Connect,Regional-Regional,ATR72
2708,2019-05-07,FOR,RBR,2.0,365.87,585.39,804.91,Normal,19,75%,Air Regional Connect,Hub-Regional,E190
2709,2020-08-13,POA,BPS,1.8,233.76,374.02,514.27,Normal,38,63%,Air Regional Connect,Hub-Regional,CRJ900
2710,2022-07-07,GRU,AJU,1.6,288.25,461.2,634.15,Alta,15,89%,Air Regional Connect,Hub-Regional,E195
2711,2022-01-21,FOR,CGR,1.8,418.03,668.85,919.67,Alta,35,77%,Air Regional Connect,Hub-Regional,E195
2712,2019-12-28,BSB,PMW,2.2,661.93,1059.09,1456.25,Alta,42,70%,Air Regional Connect,Hub-Regional,ATR72
2713,2019-12-13,POA,RBR,1.9,391.63,626.61,861.59,Alta,26,70%,Air Regional Connect,Hub-Regional,E195
2714,2024-11-20,FOR,PLU,0.9,176.08,281.73,387.38,Normal,43,87%,Air Regional Connect,Hub-Regional,E195
2715,2023-10-08,REC,SLZ,1.8,251.74,402.78,553.83,Normal,7,86%,Air Regional Connect,Hub-Regional,E195
2716,2019-01-17,GRU,RBR,1.4,281.35,450.16,618.97,Alta,40,81%,Air Regional Connect,Hub-Regional,CRJ900
2717,2024-07-06,BSB,CGB,1.3,382.33,611.73,841.13,Alta,9,85%,Air Regional Connect,Hub-Regional,E195
2718,2024-03-24,GRU,UBA,1.3,149.04,238.46,327.89,Normal,27,72%,Air Regional Connect,Hub-Regional,E190
2719,2023-03-16,BSB,SLZ,1.3,213.72,341.95,470.18,Normal,19,79%,Air Regional Connect,Hub-Regional,CRJ900
2720,2021-08-12,BSB,CGB,2.1,425.72,681.15,936.58,Normal,4,69%,Air Regional Connect,Hub-Regional,CRJ900
2721,2019-06-07,PMW,AJU,1.0,148.99,238.38,327.78,Alta,41,88%,Air Regional Connect,Regional-Regional,E190
2722,2023-11-20,GRU,NVT,1.4,175.52,280.83,386.14,Normal,15,85%,Air Regional Connect,Hub-Regional,E190
2723,2021-08-24,FOR,THE,1.5,255.97,409.55,563.13,Normal,14,72%,Air Regional Connect,Hub-Regional,E190
2724,2022-10-20,POA,NVT,2.5,328.35,525.36,722.37,Normal,33,87%,Air Regional Connect,Hub-Regional,E195
2725,2021-04-02,REC,VIX,2.0,451.57,722.51,993.45,Normal,39,62%,Air Regional Connect,Hub-Regional,ATR72
2726,2023-11-01,REC,PMW,1.4,302.9,484.64,666.38,Normal,41,82%,Air Regional Connect,Hub-Regional,CRJ900
2727,2023-12-28,REC,BPS,2.4,387.8,620.48,853.16,Alta,16,78%,Air Regional Connect,Hub-Regional,ATR72
2728,2022-03-19,THE,PLU,2.1,399.01,638.42,877.82,Normal,34,72%,Air Regional Connect,Regional-Regional,E195
2729,2023-10-18,FOR,SOD,2.3,524.86,839.78,1154.69,Normal,30,88%,Air Regional Connect,Hub-Regional,E190
2730,2024-07-14,PLU,IGZ,2.0,504.39,807.02,1109.66,Alta,14,73%,Air Regional Connect,Regional-Regional,ATR72
2731,2021-02-17,POA,BPS,1.0,201.51,322.42,443.32,Normal,42,77%,Air Regional Connect,Hub-Regional,E195
2732,2020-05-28,POA,IGZ,1.9,210.97,337.55,464.13,Normal,30,63%,Air Regional Connect,Hub-Regional,E195
2733,2019-08-26,POA,XAP,2.1,280.77,449.23,617.69,Normal,13,80%,Air Regional Connect,Hub-Regional,CRJ900
2734,2021-05-20,GRU,CGH,2.3,337.6,540.16,742.72,Normal,18,60%,Air Regional Connect,Hub-Regional,CRJ900
2735,2021-05-07,GRU,THE,1.6,306.93,491.09,675.25,Normal,7,76%,Air Regional Connect,Hub-Regional,CRJ900
2736,2020-10-18,FOR,SOD,1.2,175.71,281.14,386.56,Normal,40,62%,Air Regional Connect,Hub-Regional,ATR72
2737,2022-03-26,GRU,BPS,1.5,231.32,370.11,508.9,Normal,21,78%,Air Regional Connect,Hub-Regional,CRJ900
2738,2023-05-09,GRU,THE,1.8,469.51,751.22,1032.92,Normal,32,80%,Air Regional Connect,Hub-Regional,CRJ900
2739,2019-01-28,GRU,NVT,0.9,132.3,211.68,300.0,Alta,37,70%,Air Regional Connect,Hub-Regional,E195
2740,2021-02-20,POA,XAP,0.8,179.42,287.07,394.72,Normal,18,66%,Air Regional Connect,Hub-Regional,ATR72
2741,2022-05-14,FOR,SDU,1.6,368.79,590.06,811.34,Normal,5,85%,Air Regional Connect,Hub-Regional,CRJ900
